plant_ID	treat	date_flow	CW	CH	CA	SL	pl_height	nb_tot_fl	nb_fr	fruit_set	FM	fitness	sample_day	sc_sample_N	sc_sample_D	nb_open_fl_N	nb_open_fl_D	beta_myrcene_D	amyl_acetate_D	heptanal_D	hexyl_acetate_D	6_methyl_5_hepten_2_one_D	1_hexanol_D	heptyl_acetate_D	2_ethylhexylacetate_D	cyclosativene_D	benzaldehyde_D	unknown_1_D	nonyl_acetate_D	alpha_santalene_D	trans_alpha_bergamotene_D	phenylacetaldehyde_D	decyl_acetate_D	alpha_terpineol_D	Z_5_dodecenal_D	benzyl_acetate_D	ZE_alpha_farnesene_D	trans_geraniol_D	decanol_D	3_4_dimethoxytoluene_D	decen_1_ol_D	2_phenylethylacetate_D	benzyl_alcohol_D	dodecyl_acetate_D	2_phenylethanol_D	Z_5_dodecenyl_acetate_D	phenylpropyl_acetate_D	methyleugenol_D	benzenepropanol_D	p_cresol_D	Z_methylisoeugenol_D	tetradecyl_acetate_D	hexadecanal_D	2_aminobenzaldehyde_D	eugenol_D	1_tetradecanol_D	E_methylisoeugenol_D	tetradecen_1_ol_D	elemicin_D	asarone_D	hexadecyl_acetate_D	E_isoeugenol_D	Z_11_hexadecenyl_acetate_D	1_hexadecanol_D	isoelemicin_D	methylvanillin_D	hexadecen_1_ol_D	indole_D	unknown_2_D	3_4_5_trimethoxybenzaldehyde_D	vanillin_D	sem_inflo_D	sem_per_fl_D	beta_myrcene_N	amyl_acetate_N	heptanal_N	hexyl_acetate_N	6_methyl_5_hepten_2_one_N	1_hexanol_N	heptyl_acetate_N	2_ethylhexylacetate_N	cyclosativene_N	benzaldehyde_N	unknown_1_N	nonyl_acetate_N	alpha_santalene_N	trans_alpha_bergamotene_N	phenylacetaldehyde_N	decyl_acetate_N	alpha_terpineol_N	Z_5_dodecenal_N	benzyl_acetate_N	ZE_alpha_farnesene_N	trans_geraniol_N	decanol_N	3_4_dimethoxytoluene_N	decen_1_ol_N	2_phenylethylacetate_N	benzyl_alcohol_N	dodecyl_acetate_N	2_phenylethanol_N	Z_5_dodecenyl_acetate_N	phenylpropyl_acetate_N	methyleugenol_N	benzenepropanol_N	p_cresol_N	Z_methylisoeugenol_N	tetradecyl_acetate_N	hexadecanal_N	2_aminobenzaldehyde_N	eugenol_N	1_tetradecanol_N	E_methylisoeugenol_N	tetradecen_1_ol_N	elemicin_N	asarone_N	hexadecyl_acetate_N	E_isoeugenol_N	Z_11_hexadecenyl_acetate_N	1_hexadecanol_N	isoelemicin_N	methylvanillin_N	hexadecen_1_ol_N	indole_N	unknown_2_N	3_4_5_trimethoxybenzaldehyde_N	vanillin_N	sem_inflo_N	sem_per_fl_N
280	HP	163	12.7	7.92	100.584	15.03	236	35	35	1	8.993333333	314.7666667	D6	S615	S563	12	12	0	0	0	0.068140382	0	0	0.015249807	0.025851044	0	0	0	0.010070707	0	0	0.029600183	0.004189327	0	0	0.001045496	0	0	0	0.003788728	0	0.085332255	0	0	0.051348821	0	0	0	0	0.003438696	0	0	0	0.001154054	0	0.011100694	0	0	0.004843114	0	0	0	0	0	0	0	0	0.002299522	0.003625923	0.00888061	0	0.329959363	0.027496614	0	0	0	0.017116417	0	0	0	0	0	0	0	0	0	0	0.005864196	0	0	0	0	0	0	0	0	0	0.01655988	0	0	0.008468798	0	0	0	0	0	0	0	0	0.003260486	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002645129	0.004368253	0.007499437	0	0.065782596	0.005481883
281	C	166	13.09	7.52	98.4368	16.04	220	33	33	1	8.193333333	270.38	D6	S614	S562	22	22	0	0	0	0.011904788	0	0	0.001553016	0.045878316	0	0	0.014435006	0	0	0	0.293555332	0	0.003676499	0	0	0.002301688	0	0.012510418	0.004293986	0	0.014972132	0.006951106	0	0.47918881	0.014357734	0	0	0	0.002998652	0.001669283	0	0.00725445	0.001060891	0	0.073760115	0	0.00042384	0.010668856	0.005013576	0	0	0.019685891	0.021060161	0.002116691	0	0.006681342	0.004838	0.001958233	0.014768198	0	1.07953701	0.049069864	0	0	0	0.007136133	0	0	0	0	0	0	0	0	0	0	0.296645045	0	0	0	0	0	0	0	0	0	0.005908477	0	0	0.18473431	0	0	0	0	0	0	0	0	0.001957878	0	0	0	0	0.009200161	0	0	0	0	0	0	0.007023791	0	0	0.005507867	0.017323985	0.004624738	0.540062385	0.02454829
283	C	160	12.66	7.85	99.381	16.23	275	33	33	1	13.31333333	439.34	D2	S196	S145	29	27	0	0.004497882	0.070934308	0.070303185	0	0	0.06192777	0	0	0	0	0.007899863	0	0	0.069479349	0.05023531	0	0	0.004108131	0	0	0.007650771	0.004668882	0	0.620632044	0	0.156451746	0.164716252	0.382507305	0.009083459	0	0	0.01142425	0	0.042459056	0.002552885	0.044503453	0	0.077599485	0	0.047476693	0.029191476	0.007599593	0	0	0.003666326	0.020056466	0.014757053	0.002749353	0.007614441	0.004603447	0	0.0218016	0	2.023151834	0.074931549	0	0	0	0.032740573	0	0	0.02817961	0	0	0	0	0	0	0	0.457260018	0.003652056	0	0	0	0	0	0	0	0	0.372807693	0	0	0.128877482	0.008113117	0.006602436	0	0	0	0	0	0	0.019845334	0.047188684	0.006012567	0	0	0	0	0	0	0	0	0	0	0	0.00990132	0.005288431	0	0	1.126469321	0.03884377
284	HP	164	11.63	8.56	99.5528	14.65	220	14	14	1	7.923333333	110.9266667	D6	S599	S547	6	6	0	0	0.042752661	0.007696093	0	0	0	0.061925961	0	0	0.009696242	0	0	0	0.044419459	0	0	0	0	0	0	0.012104229	0	0	0	0.004924852	0	0.096513723	0	0	0.025951423	0	0.01192417	0	0	0	0	0	0.012385025	0	0.00357756	0.019019412	0.000276864	0	0	0	0.009469985	0	0.003162612	0	0.003019017	0	0.017763505	0	0.386582793	0.064430465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017310979	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006188243	0	0	0	0	0	0	0	0	0	0	0	0	0.023499222	0.003916537
287	C	163	10.98	6.64	72.9072	14.03	225	37	33	0.891891892	6.623333333	218.57	D6	S602	S550	23	23	0	0	0.02377117	0	0	0	0	0.039563092	0	0	0.009922306	0	0	0	0.075811767	0	0	0	0	0	0	0.006502885	0.001518951	0	0.003410159	0.003787613	0	0.215722913	0	0	0.077087385	0	0.017335833	0	0	0	0.006234716	0.013175132	0.014604849	0	0	0.02681525	0	0	0	0	0.008567029	0	0	0	0.004255598	0.003072214	0.005404866	0	0.556563728	0.024198423	0	0	0	0	0	0	0	0	0	0	0.008949755	0	0	0	0.141428192	0	0	0	0	0	0	0.009470158	0	0.001939031	0.002660114	0	0	0.153978437	0	0	0.06993895	0	0	0	0	0	0.038278682	0.090859076	0	0	0	0.028880726	0	0	0	0	0	0	0.004198892	0	0.015925818	0.021006615	0.008380253	0.004361378	0.600256077	0.02609809
288	HP	163	9.77	5.71	55.7867	12.84	168	19	18	0.947368421	5.293333333	95.28	D3	S279	S228	13	14	0.022066871	0	0	0.018545548	0	0	0	0.046760174	0	0	0	0	0	0	0.016382008	0	0	0	0	0	0	0	0	0	0.058418077	0	0	0.039878656	0	0	0	0	0	0	0	0	0	0	0.009505192	0	0	0	0	0	0	0	0.01315119	0	0	0.003843971	0	0	0	0	0.228551687	0.016325121	0	0	0	0.005316212	0	0.078658182	0	0	0	0	0	0	0	0	0.16579148	0	0	0	0	0	0	0	0	0	0.048844599	0	0	0.037804126	0	0	0	0	0	0	0	0	0.014776064	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009540846	0.002997335	0	0	0.363728844	0.027979142
289	C	166	13.2	8.89	117.348	15.03	300	31	24	0.774193548	13.94	334.56	D6	S587	S535	20	20	0	0	0.027069143	0	0	0	0	0.040493138	0	0	0.007805882	0	0	0	0	0	0	0	0	0	0	0.006537938	0	0	0.005666535	0	0	0.426127581	0	0	0.149952836	0	0.00421521	0	0	0.006518855	0.010226343	0.021980509	0.147897024	0	0	0.235029911	0.002807132	0	0	0	0.024853856	0.002357529	0.02174139	0	0.013526275	0.01462324	0.03115811	0	1.200588437	0.060029422	0	0	0	0	0	0	0	0.020210796	0	0	0	0	0	0	0.236104043	0	0	0	0	0	0	0	0.000644914	0	0.004124699	0.002870205	0	0.186082089	0	0	0.035488314	0	0	0	0	0	0.014107388	0.028576271	0	0	0	0.034833011	0	0	0	0	0	0	0.003241945	0	0.006509114	0.015687387	0.004567078	0	0.593047254	0.029652363
291	C	164	14.42	9.9	142.758	13.39	256	29	27	0.931034483	8.856666667	239.13	D6	S594	S542	14	14	0	0	0	0.051426466	0	0.04922425	0.014614467	0.050432207	0	0	0.007453568	0.004625109	0.002530813	0	0.065085197	0.005675347	0	0	0	0	0.005421075	0.005701943	0.015979234	0	0.206192983	0.005627757	0	0.155853088	0.006932179	0	0.007501957	0	0.03418368	0	0.01466765	0	0	0	0.042425133	0	0	0.031820077	0	0	0	0	0.011148454	0	0	0	0.00313999	0	0.008459801	0	0.806122425	0.057580173	0	0	0	0.026114231	0	0	0	0	0	0	0	0	0	0	0.017576439	0	0	0	0	0	0	0	0	0	0.023251971	0	0	0.012527862	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010045776	0	0	0	0	0	0	0	0	0	0	0	0	0.089516279	0.00639402
292	C	163	10.53	7.52	79.1856	16.59	182	11	11	1	5.506666667	60.57333333	D8	S786	S744	7	5	0	0	0	0	0	0	0	0	0	0	0.009219655	0	0	0	0.050747508	0	0	0	0	0	0	0	0.002262116	0	0	0	0	0.135985737	0	0	0	0	0.012983507	0	0	0	0.002872697	0	0.021876675	0	0	0	0	0	0	0	0.009298724	0	0.008202298	0.010427493	0.008379609	0.014540428	0.010788747	0	0.297585194	0.059517039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043067091	0	0	0	0	0	0	0	0	0	0	0	0	0.047487571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006856068	0	0	0.09741073	0.013915819
296	C	172	12.32	8.94	110.1408	16.69	214	16	13	0.8125	5.446666667	70.80666667	D8	S788	S742	16	19	0	0	0	0.030296338	0	0	0.005855355	0	0	0	0	0	0	0	0.040724002	0	0	0	0	0	0	0	0.001446595	0	0.050858321	0	0	0.076529181	0	0	0	0	0	0	0.017490997	0	0	0	0.043363863	0	0	0.032023405	0	0	0	0	0.009805298	0	0	0.010221968	0	0.006616988	0.01595706	0	0.341189371	0.017957335	0	0	0	0.020572149	0	0	0.003079866	0	0	0	0	0	0	0	0.015583216	0	0	0	0	0	0	0	0	0	0.008059648	0	0	0.019230796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066525675	0.004157855
297	C	166	10.81	7.58	81.9398	14.51	225	15	15	1	9.98	149.7	D6	S593	S541	8	8	0	0	0	0	0	0	0	0.045356238	0	0	0.008760278	0	0	0	0.014001217	0	0.003817696	0	0	0	0	0	0.000965501	0	0	0.003513254	0	0.049995933	0	0	0	0	0.005476033	0	0	0	0	0	0	0	0	0.005277917	7.95E-05	0	0	0	0	0	0	0	0	0	0.004506807	0	0.141750374	0.017718797	0	0	0.029598752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014830459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044429211	0.005553651
298	HP	166	12.86	7.65	98.379	15.02	190	15	15	1	5.996666667	89.95	D6	S590	S538	11	11	0	0	0	0.011977209	0	0	0.004489747	0.077190686	0	0	0.016316083	0	0	0	0.017603993	0	0.005115035	0	0	0	0	0	0.002441466	0	0.043984119	0.008040378	0	0.075387782	0	0	0	0	0.003451549	0	0	0.007726959	0	0	0.013081838	0	0	0	0	0	0	0	0	0	0	0	0.002268923	0	0	0	0.289075767	0.026279615	0	0	0	0.003736593	0	0	0	0	0	0	0	0	0	0	0.110485882	0	0	0	0	0	0	0	0	0	0.03812807	0	0	0.078499842	0	0	0	0	0	0	0	0	0.021183902	0	0	0	0	0.004637793	0	0	0	0	0	0	0	0	0.024178909	0.025170268	0.00870852	0	0.314729779	0.028611798
300	HP	167	12.39	7.76	96.1464	14.31	194	21	21	1	5.63	118.23	D7	S702	S652	12	14	0	0	0	0	0	0	0	0	0	0	0.007914023	0	0	0	0.024299287	0	0	0	0	0	0	0.006885455	0.002905754	0	0	0.007505834	0	0.079111454	0	0	0	0	0.004144816	0	0	0	0	0	0	0	0	0	0	0.002340753	0	0	0	0	0	0	0	0	0.006612052	0	0.141719428	0.010122816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.098483832	0	0	0	0	0	0	0	0	0	0	0	0	0.051908138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15039197	0.012532664
302	HP	167	12.38	8.46	104.7348	15.81	237	24	23	0.958333333	7.88	181.24	D7	S703	S653	16	16	0	0	0.021159737	0	0	0	0	0	0	0	0.008712951	0	0	0	0.023861958	0	0	0	0	0	0	0.012185039	0.002530648	0.000879479	0.004106129	0.005975241	0	0.308209316	0	0	0.002700439	0	0.003730267	0	0	0.004331757	0.003524652	0	0.032867492	0	0	0.014018321	0.002590761	0.004671472	0	0	0.024647577	0	0	0.025166615	0.00836664	0.007266475	0.015278321	0	0.536781287	0.03354883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.410501813	0	0	0	0	0	0	0	0	0	0.003316542	0.005108379	0	0.283516332	0	0	0.005433014	0	0	0	0	0	0.079398821	0	0	0	0	0.024770757	0	0	0	0	0	0	0.008691244	0	0.148717003	0.036057262	0.011116202	0.015685635	1.032313004	0.064519563
303	C	168	12.59	8.02	100.9718	14.07	282	26	23	0.884615385	8.963333333	206.1566667	D6	S598	S546	20	20	0	0	0.038413223	0.006919147	0	0	0.001745771	0	0	0	0.007680998	0	0	0	0.056233259	0	0.003528673	0.013482929	0	0	0	0	0.00227851	0	0.005360836	0	0	0.292116331	0.042734964	0	0	0	0	0	0	0.00682119	0.002011747	0	0.235244282	0	0.023800824	0.011396317	0.004056978	0	0	0.026860265	0	0	0.003598975	0.003751507	0.008580891	0.00758409	0.012531294	0	0.816733001	0.04083665	0	0	0.028153342	0	0	0	0	0	0	0	0	0	0	0	0.887979852	0	0	0.015369685	0	0	0	0.015552259	0	0.001871116	0.018942175	0.004463481	0	0.522567016	0.013900848	0	0.049217771	0	0.00301633	0	0	0	0.017236351	0.018321239	0.027909193	0.013669232	0.005791057	0.015784707	0	0	0.014257103	0	0	0.009075582	0.018122286	0	0.279878783	0.031886047	0.04568477	0.012988856	2.071639081	0.103581954
304	HP	167	11.24	7.51	84.4124	16.77	172	14	13	0.928571429	5.236666667	68.07666667	D7	S704	S654	6	8	0	0	0	0	0	0	0	0	0	0	0.007636188	0	0	0	0.010611191	0	0	0	0	0	0	0	0.000858673	0	0	0.005248075	0	0.072003762	0	0	0	0	0.00476813	0	0	0	0	0	0.006513404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107639423	0.013454928	0	0	0	0.000965806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022426917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023392723	0.003898787
305	C	166	12.65	8.03	101.5795	18.81	237	20	20	1	7.32	146.4	D6	S591	S539	17	17	0	0	0	0	0	0	0	0.035945114	0	0	0	0	0	0	0.053097738	0	0.003688568	0	0	0	0	0	0.00162726	0	0.002589086	0.003904631	0	0.097919999	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006337323	0	0	0	0	0	0	0	0	0	0	0	0	0.205109719	0.012065278	0	0	0	0.001076491	0	0	0	0.027999287	0	0	0	0	0	0	0.554621888	0	0	0	0	0	0	0	0	0	0.003559776	0.007700133	0	0.318904616	0	0	0	0	0	0	0	0	0.009324911	0	0	0	0	0.024744898	0	0	0	0	0	0.002546448	0.010311379	0	0.039637514	0.025088245	0.036932364	0	1.06244795	0.062496938
306	HP	163	11.32	9.09	102.8988	15.57	253	40	39	0.975	7	273	D6	S592	S540	24	24	0	0	0	0	0	0	0	0	0	0	0.007530632	0	0	0	0.015954455	0	0	0	0	0	0	0	0.002301865	0	0	0.003328252	0	0.053720027	0	0	0	0	0.002911426	0	0	0	0	0	0.007021177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.092767834	0.003865326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022322031	0	0	0	0	0	0	0	0	0	0	0	0	0.027759243	0	0	0	0	0	0	0	0	0.001816991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003508461	0	0	0.055406726	0.002308614
307	C	173	12.32	10.84	133.5488	17.54	153	11	10	0.909090909	8.003333333	80.03333333	D8	S790	S739	9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.065125016	0	0	0	0	0	0	0	0	0	0.006240494	0.005934949	0	0.182651769	0.007905084	0	0	0	0.004484726	0	0	0	0.004360249	0	0.021601832	0	0	0.028250415	0.020268558	0	0	0	0	0	0.008811075	0	0.006685784	0.01448088	0.065869224	0.016702601	0.459372656	0.045937266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037584954	0	0	0	0	0	0	0	0	0	0	0	0	0.041898154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0061065	0	0	0.085589608	0.009509956
311	C	163	11.04	7.82	86.3328	12.05	176	21	19	0.904761905	5.953333333	113.1133333	D6	S589	S537	10	10	0	0	0	0.011374802	0	0	0.001920185	0.059443433	0	0	0.008347381	0.001823589	0	0	0.022130349	0	0	0	0	0	0	0	0.002652071	0	0.066667483	0.006320261	0	0.086080526	0	0	0	0	0.002307882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.269067962	0.026906796	0	0	0	0.01058882	0	0	0	0	0	0	0	0	0	0	0.016715323	0	0	0	0	0	0	0	0	0	0.028236405	0	0	0.038697533	0	0	0	0	0	0	0	0	0.002617583	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002027297	0.002927662	0.005853282	0	0.107663905	0.010766391
313	C	167	12.06	7.94	95.7564	16.48	212	33	32	0.96969697	6.996666667	223.8933333	D6	S585	S533	26	26	0	0	0	0.065055796	0	0	0.007733895	0.047465103	0	0	0.008608244	0.006794276	0	0	0.06979356	0	0.004361839	0	0	0.004811535	0	0.007308611	0.001551278	0	0.166331837	0	0	0.152671799	0.01085486	0	0.004441021	0	0.003388681	0	0.015212272	0.008357298	0.004598087	0	0.006964897	0	0	0.026531681	0.012342226	0.007761736	0	0.003052711	0.056833794	0.012096322	0	0.023549714	0.058529924	0.009958486	0.025442127	0	0.83240361	0.032015523	0	0	0	0.016091991	0	0	0.005023747	0	0	0	0	0	0	0	0.272154086	0	0	0	0	0	0	0	0	0	0.132967186	0.002987443	0	0.117875187	0	0	0.003202535	0	0	0	0	0	0.093178883	0.0445645	0	0	0	0.022751693	0	0	0	0.00563965	0	0.004683414	0.005509838	0	0.182205813	0.054318775	0.050115634	0	1.013270375	0.038971937
315	C	162	11.33	7.43	84.1819	15.13	252	25	22	0.88	7.766666667	170.8666667	D6	S588	S651	13	11	0.016529094	0	0	0	0	0	0	0	0	0.02609779	0	0	0	0	0.023826363	0	0	0	0	0	0	0.00594871	0.004275331	0	0	0.004898344	0	0.155448981	0	0	0.004148017	0	0.076437435	0.006123027	0	0	0.003435417	0	0	0	0	0.00938306	0.000428468	0	0	0	0	0	0.013277388	0	0.003201737	0	0.009871904	0	0.363331066	0.033030097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128728982	0	0	0	0	0	0	0	0	0	0	0	0	0.112809334	0	0	0.00343956	0	0	0	0	0	0.007737509	0.00845528	0	0	0	0.006317826	0	0	0	0	0	0	0.012159015	0	0.018567581	0.020501497	0.011094285	0.007515574	0.337326443	0.025948188
316	HP	163	10.92	6.94	75.7848	14.7	177	33	32	0.96969697	6.2	198.4	D3	S285	S234	22	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075497117	0	0	0	0	0	0	0.005422738	0	0	0.002649159	0	0	0.147550703	0	0	0	0	0	0	0	0	0.002236593	0	0.032558891	0	0	0.008333197	0.011680228	0	0	0	0.009379101	0.009248083	0.011543742	0.005719908	0.019490953	0.006518663	0.028882258	0.00682726	0.383538594	0.015341544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07699693	0	0	0	0	0	0	0	0	0	0	0	0	0.039311986	0	0	0	0	0	0	0	0	0.008482865	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010354989	0.008710445	0	0	0.143857215	0.006538964
317	C	161	11.89	7.82	92.9798	14.52	266	34	29	0.852941176	9.596666667	278.3033333	D3	S283	S232	22	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012060488	0	0	0	0	0	0	0	0	0	0	0	0	0.036817757	0	0	0	0	0	0	0	0	0	0	0.016255956	0	0	0	0	0	0	0	0.010515015	0	0.002324458	0	0	0	0	0	0.077973674	0.003713032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.149799958	0	0	0	0	0	0	0	0	0	0	0	0	0.061666345	0	0	0	0	0	0	0	0	0.023397382	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029680478	0	0	0	0.264544163	0.012024735
318	HP	161	12.93	8.82	114.0426	15.26	240	32	30	0.9375	9.823333333	294.7	D3	S284	S233	20	22	0	0.067442968	0.024950136	0.14979987	0	0	0	0	0	0	0	0.007134693	0	0	0	0.00970278	0	0	0.002535741	0	0	0.005533076	0	0	0.327659399	0	0.02364914	0.033791309	0	0	0	0	0	0	0.019297863	0	0	0	0.014005719	0	0	0.003567793	0	0	0	0.002748449	0.014026947	0	0	0.004555192	0.006551025	0	0	0	0.7169521	0.032588732	0	0	0	0.034198601	0	0	0	0	0	0	0	0	0	0	0.095301194	0	0	0	0	0	0	0	0	0	0.180914224	0	0	0.032903825	0	0	0	0	0	0	0	0	0.014601054	0.031725886	0	0	0	0	0	0	0	0	0	0	0	0	0.015441372	0.009091076	0	0	0.414177232	0.020708862
320	HP	163	11.72	6.55	76.766	12.5	175	20	20	1	8.76	175.2	D3	S282	S231	15	17	0	0	0.058553491	0	0	0	0	0.036716924	0	0	0.008259906	0	0	0	0.001664071	0	0	0	0	0	0	0.009970949	0	0	0	0	0	0.086675915	0.00448128	0	0	0	0	0	0	0	0	0	0.035806082	0	0.005124287	0	0	0	0	0	0.012447376	0	0	0.004903946	0	0	0	0	0.264604227	0.015564955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10984734	0	0	0	0	0	0	0	0	0	0	0	0	0.07037824	0	0	0	0	0	0	0	0	0.006627648	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038565166	0	0	0	0.225418394	0.015027893
322	HP	166	13.09	7.62	99.7458	14.47	214	29	29	1	8.296666667	240.6033333	D7	S699	S649	12	18	0	0	0	0	0	0	0	0	0	0	0.018100892	0	0	0	0.038137511	0	0	0	0	0	0	0.007298477	0.000888877	0	0.005495079	0	0	0.497968671	0.00858752	0	0	0	0.00343726	0	0	0.004260574	0.003864886	0	0	0	0	0.014884807	0.005329844	0	0	0.012272802	0.014617171	0	0	0.008166975	0.007676799	0.012532005	0.039872373	0	0.703392523	0.039077362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160957981	0	0	0	0	0	0	0	0	0	0	0	0	0.154523127	0	0	0	0	0	0	0	0	0.019823846	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0146391	0.023500528	0.006247031	0	0.379691613	0.031640968
323	C	162	11.05	6.97	77.0185	14.58	239	29	24	0.827586207	6.68	160.32	D3	S281	S230	21	24	0	0	0	0.035669212	0	0.067163605	0	0.029423123	0	0	0	0	0	0	0.004092101	0.002654153	0	0	0	0	0	0	0	0	0.146565164	0	0.005391962	0.063092408	0.013504298	0	0	0	0.003809504	0	0.022680356	0	0	0	0.030800353	0	0	0	0	0	0	0	0.008135322	0	0	0	0	0	0	0	0.432981561	0.018040898	0	0	0	0.056711875	0	0.069752315	0	0	0	0	0	0	0	0	0.068686642	0	0	0	0	0	0	0	0	0	0.099240933	0	0	0.04216657	0	0	0	0	0	0	0	0	0.014030041	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014764644	0.003477722	0	0	0.368830742	0.017563369
324	C	169	10.95	8.38	91.761	16.63	235	27	26	0.962962963	7.466666667	194.1333333	D8	S779	S732	20	17	0	0	0	0.038934991	0	0	0.009043288	0	0	0	0	0	0	0	0.016138258	0	0	0	0	0	0	0	0	0	0.109865135	0	0	0.04849997	0	0	0	0	0	0	0.008845497	0	0	0	0.00903695	0	0	0.023915631	0	0	0	0	0	0	0.002502517	0	0.007327652	0	0.008496339	0	0.282606228	0.016623896	0	0	0	0.024966016	0	0	0.003614247	0	0	0	0	0	0	0	0.021732983	0	0	0	0	0	0	0	0	0	0.070717656	0	0	0.025524675	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011436836	0	0	0	0	0	0	0	0	0	0	0	0	0.157992413	0.007899621
325	C	158	11.97	8	95.76	14.93	355	35	28	0.8	11.99	335.72	D1	S94	S43	28	28	0	0.010603428	0	0.055346151	0	0	0	0.002949085	0	0	0	0	0	0	0.018849886	0	0	0	0	0	0	0	0.004418097	0	0.154997332	0.004895876	0.006763007	0.071372539	0	0.001376895	0	0	0.015304447	0	0.010710044	0.005825508	0	0	0.007668351	0	0	0	0	0	0	0	0.016177535	0	0	0	0	0	0	0	0.387258181	0.013830649	0	0	0	0.018405441	0	0	0	0	0	0	0	0	0	0	0.026859189	0	0	0	0	0	0	0	0	0	0.017547895	0	0	0.025155488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.087968013	0.003141715
326	HP	163	12.82	8.69	111.4058	15.48	198	25	25	1	10.27666667	256.9166667	D3	S276	S225	25	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06471189	0	0	0	0	0	0	0.005195223	0	0	0	0	0	0.111388453	0	0	0.023025763	0	0	0	0	0	0	0	0.008492192	0	0	0.005045926	0.004806586	0	0	0	0	0	0	0.003475651	0.004571662	0	0	0	0.230713346	0.009613056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.358472703	0	0	0	0	0	0	0	0	0	0	0	0	0.108654632	0	0	0.003873058	0	0	0	0	0	0.020483383	0.059274984	0	0	0	0	0	0	0	0	0	0	0	0	0.022244697	0	0	0	0.573003457	0.022920138
327	C	165	12.11	7.48	90.5828	14.43	300	32	27	0.84375	7.803333333	210.69	D7	S686	S634	6	11	0	0	0	0	0	0	0	0.053946706	0	0	0.007833302	0	0	0	0.004582423	0	0	0	0	0	0	0	0.001221879	0	0	0	0	0.026578884	0	0	0	0	0	0	0	0	0.006388905	0	0	0	0	0.011249902	0	0	0	0	0	0	0	0	0	0	0	0	0.111802001	0.010163818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017429719	0	0	0	0	0	0	0	0	0	0	0	0	0.015847999	0	0	0	0	0	0	0	0	0.007278528	0.012425003	0.01139194	0	0	0.017700959	0	0	0	0	0	0	0	0	0	0	0	0	0.082074148	0.013679025
