plant_ID	treat	date_flow	CW	CH	CA	SL	pl_height	nb_tot_fl	nb_fr	fruit_set	FM	fitness	sample_day	sc_sample_N	sc_sample_D	nb_open_fl_N	nb_open_fl_D	beta_myrcene_D	amyl_acetate_D	heptanal_D	hexyl_acetate_D	6_methyl_5_hepten_2_one_D	1_hexanol_D	heptyl_acetate_D	2_ethylhexylacetate_D	cyclosativene_D	benzaldehyde_D	unknown_1_D	nonyl_acetate_D	alpha_santalene_D	trans_alpha_bergamotene_D	phenylacetaldehyde_D	decyl_acetate_D	alpha_terpineol_D	Z_5_dodecenal_D	benzyl_acetate_D	ZE_alpha_farnesene_D	trans_geraniol_D	decanol_D	3_4_dimethoxytoluene_D	decen_1_ol_D	2_phenylethylacetate_D	benzyl_alcohol_D	dodecyl_acetate_D	2_phenylethanol_D	Z_5_dodecenyl_acetate_D	phenylpropyl_acetate_D	methyleugenol_D	benzenepropanol_D	p_cresol_D	Z_methylisoeugenol_D	tetradecyl_acetate_D	hexadecanal_D	2_aminobenzaldehyde_D	eugenol_D	1_tetradecanol_D	E_methylisoeugenol_D	tetradecen_1_ol_D	elemicin_D	asarone_D	hexadecyl_acetate_D	E_isoeugenol_D	Z_11_hexadecenyl_acetate_D	1_hexadecanol_D	isoelemicin_D	methylvanillin_D	hexadecen_1_ol_D	indole_D	unknown_2_D	3_4_5_trimethoxybenzaldehyde_D	vanillin_D	sem_inflo_D	sem_per_fl_D	beta_myrcene_N	amyl_acetate_N	heptanal_N	hexyl_acetate_N	6_methyl_5_hepten_2_one_N	1_hexanol_N	heptyl_acetate_N	2_ethylhexylacetate_N	cyclosativene_N	benzaldehyde_N	unknown_1_N	nonyl_acetate_N	alpha_santalene_N	trans_alpha_bergamotene_N	phenylacetaldehyde_N	decyl_acetate_N	alpha_terpineol_N	Z_5_dodecenal_N	benzyl_acetate_N	ZE_alpha_farnesene_N	trans_geraniol_N	decanol_N	3_4_dimethoxytoluene_N	decen_1_ol_N	2_phenylethylacetate_N	benzyl_alcohol_N	dodecyl_acetate_N	2_phenylethanol_N	Z_5_dodecenyl_acetate_N	phenylpropyl_acetate_N	methyleugenol_N	benzenepropanol_N	p_cresol_N	Z_methylisoeugenol_N	tetradecyl_acetate_N	hexadecanal_N	2_aminobenzaldehyde_N	eugenol_N	1_tetradecanol_N	E_methylisoeugenol_N	tetradecen_1_ol_N	elemicin_N	asarone_N	hexadecyl_acetate_N	E_isoeugenol_N	Z_11_hexadecenyl_acetate_N	1_hexadecanol_N	isoelemicin_N	methylvanillin_N	hexadecen_1_ol_N	indole_N	unknown_2_N	3_4_5_trimethoxybenzaldehyde_N	vanillin_N	sem_inflo_N	sem_per_fl_N
234	HP	160	11.53	8.02	92.4706	12.64	285	44	44	1	8.26	363.44	D1	S87	S36	25	24	0	0	0	0	0	0.032712506	0	0.00370519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003080258	0	0.00955698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049054934	0.002043956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018377354	0	0	0	0	0	0	0	0	0	0	0.002293137	0	0.019136962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00268701	0	0	0	0.042494463	0.001699779
235	C	162	11.8	8.15	96.17	15.75	215	26	26	1	7.606666667	197.7733333	D2	S175	S124	22	22	0	0	0.02187051	0.007546264	0	0	0	0	0	0	0.00959813	0	0	0	0.02030541	0	0	0	0	0	0	0.008656869	0	0	0.008873871	0	0	0.263358644	0	0	0	0	0	0	0	0	0	0	0.023477427	0	0	0.00359171	0.003425739	0	0	0	0.012909028	0	0.002694798	0.00673838	0.006359976	0	0	0	0.399406756	0.018154853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.331840742	0	0	0	0	0	0	0	0	0	0	0	0	0.151164061	0	0	0	0	0	0	0	0	0.019192298	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023292008	0.0125642	0	0	0.538053309	0.024456969
237	C	164	11.4	6.85	78.09	15.19	215	22	13	0.590909091	11.40666667	148.2866667	D6	S582	S530	7	7	0	0	0	0	0	0	0	0.054846433	0	0	0.007123998	0	0	0	0.020528349	0	0	0	0	0	0	0	0.001040935	0	0	0.007344201	0	0.074078182	0	0	0	0	0.007474385	0	0	0.004969399	0	0	0.008611797	0	0	0.009439885	0.001262486	0	0	0.010443488	0.008059323	0	0	0	0	0	0	0	0.215222861	0.030746123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00962914	0	0	0	0	0	0	0	0	0	0	0	0	0.01620204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02583118	0.003690169
238	HP	167	12.17	7.07	86.0419	17.42	225	24	23	0.958333333	9.606666667	220.9533333	D6	S583	S531	17	20	0	0	0	0.015858781	0.01740197	0	0.005293103	0.094323235	0	0	0.01492572	0	0	0.010232568	0.101505331	0	0.007622217	0	0	0	0	0.011170713	0.004757696	0	0.009655444	0.009288378	0	0.246457331	0.005970865	0	0.001380319	0	0.027675729	0	0	0	0.003150677	0	0	0	0	0.019425118	0	0	0	0.027639029	0	0	0	0.010915959	0.010366884	0.006545132	0.017274345	0	0.678836544	0.033941827	0	0	0	0.006759263	0	0	0	0	0	0	0	0	0	0	0.222541016	0	0	0	0	0	0	0	0	0	0.004916974	0	0	0.158814993	0	0	0.001859387	0	0.003825092	0	0	0	0.012901376	0.009375941	0	0	0	0.009056819	0	0	0	0	0	0.002396706	0.006160387	0	0.031696453	0.025569432	0.028819511	0.00551173	0.53020508	0.031188534
239	C	163	10.98	7.72	84.7656	14.67	250	32	30	0.9375	8.476666667	254.3	D2	S182	S131	16	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.295075121	0	0	0	0	0	0	0	0	0	0	0	0	0.179713913	0	0	0	0	0	0	0	0	0.008577814	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019025244	0.011118292	0.010195863	0	0.523706247	0.03273164
241	C	164	12.51	8.87	110.9637	14.01	237	17	16	0.941176471	9.366666667	149.8666667	D6	S584	S532	13	13	0	0	0	0	0	0	0	0	0.00239175	0	0	0	0	0	0.009749782	0	0.004948172	0	0	0	0	0	0.000446272	0	0	0	0	0.035578153	0	0	0	0	0.002121966	0	0	0	0	0	0.014948559	0	0	0.009472423	0	0	0	0	0.012098208	0	0	0	0	0	0	0	0.091755285	0.007058099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011679114	0	0	0	0	0	0	0	0	0	0	0	0	0.017942975	0	0	0	0	0	0	0	0	0.001458719	0	0	0	0	0.005849734	0	0	0	0	0	0	0	0	0	0	0.003353713	0	0.040284255	0.003098789
242	HP	160	11.38	8.68	98.7784	16.62	335	34	29	0.852941176	10.22333333	296.4766667	D1	S92	S41	28	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006157272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006157272	0.000228047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147039618	0	0	0	0	0	0	0	0	0	0	0	0	0.092167976	0	0	0	0	0	0	0	0	0.004885514	0	0	0	0	0.003281675	0	0	0	0	0	0	0.003474861	0	0.00597849	0.00761846	0.006544688	0	0.270991282	0.00967826
243	C	167	12.36	10.51	129.9036	16.06	270	36	32	0.888888889	8.06	257.92	D6	S586	S534	29	29	0	0	0	0.006620031	0.008396712	0	0	0.04867166	0	0	0.008375028	0	0.002947227	0.01385138	0.035683808	0	0.004641665	0	0	0.005145049	0	0.008001327	0.005757161	0	0.017788807	0.006887204	0	0.002198739	0.009840027	0	0.021533761	0	0.002847031	0	0	0	0.005581893	0.007875014	0.005729969	0	0	0.022625682	0	0	0	0.045988951	0.051574452	0.001320502	0	0.012312242	0.024086072	0.009012172	0.008752946	0	0.404046513	0.013932638	0	0	0	0.006264009	0	0	0	0	0	0	0	0	0	0	0.87590462	0	0	0	0	0	0	0	0.00075098	0	0.017177456	0.004372019	0	0.40676639	0	0	0.155193311	0	0.001745389	0	0	0	0.184989474	0.469449214	0	0.006555301	0	0.09116673	0	0	0	0	0	0.006220611	0.012369108	0	0.395977628	0.088225525	0.044914352	0.014395032	2.782437149	0.095946109
244	HP	162	10.43	7.14	74.4702	13.23	209	20	20	1	5.8	116	D1	S93	S42	17	17	0	0	0.03437677	0	0	0	0	0	0	0	0	0	0	0	0.028135484	0	0	0	0	0	0	0.009968522	0	0	0	0.004466723	0	0.079132115	0	0	0	0	0	0	0	0	0	0	0.020059796	0	0.002851255	0	0.003034127	0	0	0	0.008913676	0	0	0	0	0	0.005622876	0	0.196561344	0.011562432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.086918669	0	0	0	0	0	0	0.005128567	0	0	0.001960079	0.002686115	0	0.102446171	0	0	0	0.003018077	0.002982863	0	0	0	0.009116187	0.005106089	0.010515001	0	0	0.002041577	0	0	0	0	0	0.0042379	0	0	0.039967742	0.007309871	0	0	0.283434908	0.016672642
245	C	167	10.99	8.18	89.8982	16.3	280	29	28	0.965517241	7.75	217	D6	S572	S520	25	22	0	0	0	0	0	0	0	0	0	0	0.009600951	0	0	0	0.132436735	0	0.004698308	0	0	0.006572456	0	0.00741332	0.009943552	0	0.007341793	0.003891364	0	0.284264017	0.008995792	0	0.195526463	0	0.00610315	0	0	0.006144926	0.020720024	0.060263548	0.029301022	0	0	0.234413194	0	0	0	0	0.039605975	0	0	0.019034245	0.021135841	0.005665769	0.002385807	0	1.115458252	0.050702648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
247	C	171	12.76	9.01	114.9676	15.71	280	21	17	0.80952381	12.99333333	220.8866667	D8	S780	S731	17	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007393151	0	0	0	0	0	0	0.005123785	0	0	0	0	0	0.115899237	0	0	0	0	0	0	0	0	0	0	0.01067411	0	0	0.017646398	0	0	0	0	0.011307676	0	0	0	0	0	0	0	0.168044357	0.009335798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066961917	0	0	0	0	0	0	0	0	0	0	0	0	0.045459798	0	0	0	0	0	0	0	0	0.005178162	0	0	0	0	0.018432525	0	0	0	0	0	0	0	0	0	0.005999093	0	0	0.142031495	0.008354794
248	HP	162	12.84	8.35	107.214	14.04	180	23	20	0.869565217	10.02333333	200.4666667	D1	S95	S44	15	15	0	0	0	0	0	0	0	0	0	0	0.007163746	0	0	0	0.017782332	0	0	0	0	0	0	0	0	0	0	0	0	0.047424176	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000184495	0.000701505	0	0	0	0	0	0	0	0	0	0	0	0.073256254	0.00488375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018720079	0	0	0	0	0	0	0	0	0	0	0	0	0.018053171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03677325	0.00245155
249	C	164	12.5	7.96	99.5	14.45	243	25	25	1	9.543333333	238.5833333	D6	S571	S519	18	15	0	0	0	0.004798215	0	0	0	0	0	0	0.007654324	0	0	0	0.052773008	0	0	0	0	0	0	0	0.002002045	0	0.003445213	0.0038375	0	0.132864124	0	0	0	0	0.002086538	0	0	0	0	0	0.016220549	0	0	0.005073988	0	0	0	0	0	0	0	0	0	0	0	0	0.230755504	0.0153837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011210781	0	0	0	0	0	0	0	0	0	0	0	0	0.008761889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01997267	0.001109593
250	HP	160	12.5	8.18	102.25	15.81	230	29	29	1	12.76333333	370.1366667	D1	S96	S45	23	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006935475	0.020376013	0	0	0	0	0	0	0.006618886	0.000649837	0	0	0.003685334	0	0.136706605	0	0	0	0	0	0	0	0.007372294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003644271	0	0	0	0.185988715	0.008086466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021489489	0	0	0	0	0	0	0	0	0	0	0	0	0.020567757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042057246	0.001828576
251	C	168	13.04	10.48	136.6592	16.99	164	22	15	0.681818182	8.31	124.65	D6	S610	S558	14	13	0	0	0.023237962	0	0	0	0	0.038012578	0	0	0.009162282	0	0	0	0.068244722	0	0.003120406	0	0	0	0	0.007553418	0	0	0.002984719	0	0	0.094572245	0.013688172	0	0	0	0	0	0	0.008741836	0.00134378	0	0.007595152	0	0.004424775	0	0	0	0	0.037062464	0.033030572	0	0	0.006096663	0.005397539	0	0	0	0.364269285	0.028020714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.086434027	0	0	0	0	0	0	0	0	0	0	0.002100204	0	0.053944345	0	0	0	0	0	0	0	0	0.007407288	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003129599	0.012779521	0	0	0.165794984	0.011842499
252	HP	165	12.2	7.52	91.744	14.75	302	39	38	0.974358974	9.58	364.04	D6	S611	S559	22	22	0	0.004334143	0	0.029163612	0	0	0.004782638	0.049355265	0.002935191	0	0.013916771	0.010454404	0	0	0.023197898	0.005708154	0	0	0	0	0	0.00794111	0.002296265	0	0.055768302	0.003729927	0	0.090930282	0	0	0	0	0.008058086	0	0	0.004914158	0	0	0.007591293	0	0	0.005979949	0	0	0	0	0.010326126	0	0	0	0	0	0	0	0.341383574	0.015517435	0	0	0	0.014817424	0	0	0	0	0	0	0	0	0	0	0.020578436	0	0	0	0	0	0	0	0	0	0.027912948	0	0	0.042474661	0	0	0	0	0	0	0	0	0.00154839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107331859	0.004878721
255	C	168	11.48	7.45	85.526	14.42	236	28	21	0.75	7.07	148.47	D6	S609	S557	18	19	0	0	0	0	0	0	0	0.030222079	0	0	0.009520187	0	0	0	0.036284864	0	0	0	0	0	0	0.006331151	0.003640132	0	0.002291795	0	0	0.235935381	0	0	0.004793168	0	0	0	0	0	0.001887511	0	0.102599259	0	0	0.014674418	0	0	0	0.046062417	0.052537394	0	0	0.005201839	0.003901996	0.003594265	0.007932822	0	0.567410678	0.02986372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.292653925	0	0	0	0	0	0	0	0	0	0.002582919	0.004614335	0	0.174896118	0	0	0.007212914	0	0	0	0	0	0.051447391	0.047280748	0	0	0	0.018713828	0	0	0	0	0	0	0.002884988	0	0.016517107	0.035864565	0.015448606	0	0.670117444	0.037228747
256	HP	163	13.4	9.33	125.022	14.03	233	20	19	0.95	8.326666667	158.2066667	D6	S608	S556	11	11	0	0	0	0.028709408	0	0	0.00752468	0.063583181	0	0	0.010304982	0.012737676	0	0	0.081276707	0	0	0	0.003108914	0	0	0	0.003795404	0	0.203214832	0.004651568	0.015184515	0.228625919	0.010978149	0	0.001523135	0	0.005342186	0.004264852	0.025764612	0.009455137	0.004695272	0	0.071222742	0	0	0.014065585	0.002562374	0.009352676	0	0.002219687	0.078383207	0.002994211	0	0.00983305	0.026335976	0.011844366	0.020400639	0	0.973955642	0.088541422	0	0	0.036362075	0	0	0	0	0.035717246	0	0	0	0	0	0	0.094312719	0	0	0	0	0	0	0.00727489	0	0	0.043066463	0.004773508	0	0.044680044	0	0	0	0	0	0	0	0	0.014473045	0	0	0	0	0.013229683	0	0	0	0	0.009343907	0	0.00770022	0	0.004718405	0.023386052	0.011651532	0	0.350689789	0.03188089
257	C	164	12.62	6.81	85.9422	12.78	227	18	10	0.555555556	6.213333333	62.13333333	D3	S305	S254	17	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001233848	0	0	0	0	0	0	0	0	0	0	0	0	0.043472706	0	0	0	0	0	0	0	0	0	0	0.009262047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053968601	0.002998256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.168638975	0	0	0	0	0	0	0	0	0	0	0	0	0.087319419	0	0	0.019174997	0	0	0	0	0	0.013342437	0.030393196	0	0	0	0.003657676	0	0	0	0	0	0	0	0	0.015029828	0.004995233	0	0	0.342551761	0.020150104
259	C	163	12.51	7.36	92.0736	12.76	180	29	24	0.827586207	9	216	D6	S607	S555	15	15	0	0.003969503	0	0.057734559	0	0	0.010577479	0.036199136	0	0	0.00865225	0.012891929	0	0	0.072629337	0.007316882	0.00342648	0	0.003355222	0	0	0	0	0	0.301568524	0.003971006	0	0.065277016	0	0	0	0	0	0	0.016479557	0.007030038	0.007500683	0	0.037839004	0	0	0.009183549	0.001999618	0.003701093	0	0.002444804	0.022092614	0.002287284	0	0.00254959	0.035850202	0.02030129	0.020364348	0	0.777192997	0.051812866	0	0	0	0.025272696	0	0	0.0047708	0	0	0	0	0	0	0	0.267108378	0	0	0	0	0	0	0	0	0	0.294875827	0.003508836	0	0.065951667	0	0	0	0	0	0	0.006242974	0	0.073791659	0	0	0	0	0.014695378	0	0	0	0	0	0.005660066	0.005547925	0	0.125092844	0.040927146	0.035414442	0.005391613	0.974252251	0.06495015
260	HP	166	10.83	7.17	77.6511	12.12	170	16	16	1	5.713333333	91.41333333	D6	S606	S554	9	9	0	0	0	0.030089473	0	0	0.003808715	0.068892531	0	0	0.010097107	0.007955125	0	0	0.026981688	0	0	0	0	0	0	0	0	0	0.124620138	0.005306409	0	0.064467587	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005489683	0.000822697	0	0	0	0	0	0	0	0.002108704	0	0	0	0.350639857	0.038959984	0	0	0	0.023090804	0	0	0	0	0	0	0	0.0006226	0	0	0.012337481	0	0	0	0	0	0	0	0	0	0.051884184	0	0	0.021700589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109635658	0.01218174
261	C	163	11.83	7.22	85.4126	13.25	198	21	21	1	7.526666667	158.06	D6	S605	S553	13	13	0	0	0	0.020644036	0	0	0.00204363	0.041400455	0	0	0	0	0	0	0.045142799	0	0	0	0	0	0	0	0.001735562	0	0.026090438	0.003328211	0	0.037345202	0	0	0	0	0.009680122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002293405	0	0.18970386	0.014592605	0	0	0	0.001825924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006676892	0	0	0.010931495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019434311	0.001494947
262	HP	163	14.53	10.58	153.7274	13.79	237	29	29	1	10.85666667	314.8433333	D6	S604	S552	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020183311	0	0	0	0	0	0	0	0	0	0	0	0	0.06100338	0	0	0	0	0	0	0	0	0	0	0.006034754	0	0	0.006659807	0	0	0	0	0	0	0	0	0	0	0	0	0.093881252	0.005215625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020183333	0	0	0	0	0	0	0	0	0	0	0	0	0.073448131	0	0	0.003632786	0	0	0	0	0	0.003831851	0	0	0	0	0.021198512	0	0	0	0	0	0	0	0	0.00285469	0.009170261	0.004853718	0	0.139173282	0.007731849
263	C	159	11.47	8.36	95.8892	15.98	229	23	21	0.913043478	8.48	178.08	D1	S101	S50	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022908153	0	0	0	0	0	0	0	0.00218836	0	0.002599423	0.003520712	0	0.135114294	0	0	0.003821369	0	0.00464423	0	0	0	0	0	0.010742217	0	0	0.033308049	0.00064493	0	0	0	0	0	0.003485998	0	0	0	0	0	0.222977735	0.012387652	0	0	0	0	0	0	0	0.00747936	0	0	0	0	0	0	0.097098491	0.016575537	0	0	0	0	0	0	0	0.007937485	0	0	0.023842348	0.184368363	0	0	0	0	0	0	0.01042054	0	0	0	0.023493732	0	0	0.021783243	0	0.004477437	0	0	0	0	0	0	0	0	0	0	0.397476536	0.02208203
264	HP	163	11.23	7.85	88.1555	14.48	328	41	41	1	11.36	465.76	D1	S98	S47	25	23	0	0	0.021294029	0	0	0	0	0.002819774	0	0	0	0	0	0	0.119032747	0	0	0	0	0	0	0.009616624	0	0	0.003158872	0.004043651	0	0.284005265	0.017355578	0	0	0	0	0	0	0.009944405	0	0	0.088728625	0	0.004770809	0.008904203	0.00867332	0	0	0	0.051001832	0	0	0.038289239	0.013080489	0	0	0	0.684719462	0.029770411	0	0	0	0	0	0	0	0	0	0.024447223	0	0	0	0	2.119182203	0	0	0	0	0	0	0	0	0.003589046	0.014115479	0.006247592	0	0.618687458	0	0	0.005754602	0	0	0	0	0	0.006504098	0.016822244	0	0.011837016	0	0.004534072	0	0	0.190622172	0	0	0.0186443	0	0	0.12165826	0	0.007297001	0.012321227	3.182263993	0.12729056
266	HP	164	11.5	9.22	106.03	13.53	234	38	38	1	8.353333333	317.4266667	D5	S499	S447	30	30	0	0	0.023344723	0	0	0	0	0	0	0.020197628	0.009176372	0	0	0	0.555425128	0	0	0	0	0	0	0	0.001556944	0	0.005775237	0.010196254	0	0.352836126	0.036506065	0	0.006924255	0	0	0.002286279	0	0.010746039	0	0	0.143148393	0	0	0.005416556	0.005480024	0.004784286	0	0	0.044679484	0	0.031133313	0.016679032	0.015104032	0	0.009375719	0	1.310771889	0.043692396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.091857622	0	0	0	0	0	0	0	0	0	0	0	0	0.159815512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.251673134	0.041722438
267	C	167	13.82	7.61	105.1702	15.95	203	21	20	0.952380952	8.566666667	171.3333333	D7	S694	S644	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005084865	0	0	0	0	0	0	0	0	0	0	0	0	0.037897785	0	0	0	0	0	0	0	0.006168525	0	0	0	0	0	0	0	0	0	0.048042184	0	0	0	0	0	0	0	0	0.097193359	0.006942383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.076216967	0	0	0	0	0	0	0	0	0	0	0	0	0.056445085	0	0	0	0	0	0	0	0	0.003976176	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006587251	0.014651617	0	0	0.157877096	0.012144392
271	C	163	12.04	9.12	109.8048	14.07	242	14	14	1	14.69666667	205.7533333	D3	S303	S252	10	11	0	0	0	0.035573925	0	0	0	0.005102487	0	0	0	0	0	0	0.004354001	0	0	0	0	0	0	0	0	0	0.14121606	0	0.01716059	0.062090817	0	0	0	0	0	0	0	0	0	0	0.014282756	0	0	0	0	0	0	0	0.00964359	0	0	0	0	0	0	0	0.289424226	0.026311293	0	0	0	0.007866594	0	0	0	0	0	0	0	0	0	0	0.047311281	0	0	0	0	0	0	0	0	0	0.07899896	0	0	0.033563266	0	0	0	0	0	0	0	0	0.005999608	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012238382	0.005377285	0	0	0.191355376	0.019135538
272	HP	166	12.36	10.45	129.162	16.71	250	26	26	1	7.746666667	201.4133333	D3	S304	S253	21	20	0	0	0	0.010660145	0	0	0	0	0	0	0.007577352	0	0	0	0.030221349	0	0	0	0	0	0	0.007999861	0	0	0.004741507	0	0	0.140591839	0.010730037	0	0	0	0	0	0	0.009306622	0	0	0.027144349	0	0	0	0	0	0	0	0.028040796	0	0	0.014455894	0.007836739	0.002784553	0	0	0.302091043	0.015104552	0	0	0	0	0	0	0	0	0	0.022132746	0	0	0	0	0.578265563	0	0	0	0	0	0	0	0	0	0.004411474	0.007209485	0	0.225383677	0	0	0	0	0	0	0	0	0.119140913	0	0	0	0	0.001869278	0	0	0	0	0	0.007864391	0	0	0.080629715	0.004119415	0.007468169	0	1.058494826	0.050404516
273	C	165	11.25	8.61	96.8625	14.8	255	27	27	1	9.66	260.82	D6	S613	S561	9	9	0	0	0	0.033330967	0	0	0.027060576	0.070278625	0	0	0.007566319	0	0	0	0.009057441	0	0.005416756	0	0	0	0	0.005393724	0.006583397	0	0.120075933	0.005435182	0	0.104566812	0.00958639	0	0	0	0.003472558	0	0.009401484	0.004904962	0	0	0.030997123	0	0	0.009390443	0	0	0	0	0.012312487	0	0	0	0.002307954	0	0.005191255	0	0.482330388	0.053592265	0	0	0	0.015889764	0	0	0.005133707	0	0	0	0	0	0	0	0.035166849	0	0	0	0	0	0	0	0	0	0.032291339	0	0	0.051949323	0	0	0	0	0	0	0	0	0.001635875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142066857	0.015785206
275	C	163	8.82	7.27	64.1214	16.38	270	26	12	0.461538462	7.49	89.88	D2	S198	S147	17	17	0	0	0	0.003933035	0	0	0	0	0	0	0	0	0	0	0.011615092	0	0	0	0	0	0	0	0	0	0.010148448	0	0	0.014469239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008679414	0	0	0	0	0	0	0	0.048845228	0.002873249	0	0.00882296	0	0.012934944	0	0	0	0	0	0	0	0	0	0	0.490411196	0	0	0	0	0	0	0	0	0	0.21909962	0	0	0.157621401	0	0	0.002691539	0	0	0	0	0	0.052760666	0.035061957	0	0	0	0.01461828	0	0	0	0	0	0.006058582	0	0	0.062817052	0.013687418	0.01779315	0.007091719	1.101470484	0.064792381
277	C	161	12.78	10.55	134.829	15.48	290	32	29	0.90625	11.6	336.4	D2	S197	S146	25	30	0	0	0	0.008204383	0	0	0	0	0	0	0	0	0	0	0.017977732	0	0	0	0	0	0	0.007798611	0	0	0.0027126	0	0	0.113035289	0	0	0	0	0	0	0	0.008761352	0	0	0.03065432	0	0	0	0	0	0	0	0.042900767	0	0	0.006237092	0	0	0	0	0.238282146	0.007942738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.406312794	0	0	0	0	0	0	0	0	0	0.008311075	0	0	0.21808779	0	0	0	0	0	0	0	0	0.012939394	0	0	0	0	0	0	0	0.012432458	0	0	0	0	0	0.1155073	0.012033811	0	0.018995942	0.804620564	0.032184823
278	HP	166	11.37	8.89	101.0793	15.18	220	21	20	0.952380952	9.126666667	182.5333333	D6	S601	S549	19	18	0	0	0	0	0.012926342	0	0	0	0	0	0.009359086	0	0	0	0.038321888	0	0.004365271	0	0	0.003172381	0	0.007550892	0	0	0.004716552	0	0	0.275817792	0.011916364	0	0	0	0	0	0	0.014560326	0.002462817	0	0.01249986	0	0	0.00968163	0.00463102	0	0	0.122267066	0.132717605	0.005722925	0	0.090508129	0.044519104	0.004214036	0.00983676	0	0.821767846	0.045653769	0	0	0	0.007203668	0	0	0	0	0	0	0.009079382	0	0	0	1.122601902	0	0	0	0	0	0	0	0	0	0.012130518	0.005667599	0	0.368799611	0	0	0.003137282	0	0	0	0	0	0.020749463	0.016531228	0.014598011	0.008509829	0	0.015907887	0	0	0.043394448	0	0	0.017916085	0.004500003	0.007704611	0.295937397	0.010022167	0.028216856	0.00679727	2.019405217	0.106284485
