PlantID	Year	Region	Population	NrFruits	RelfRS	PlantHeight_cm	InflorescenceLength_cm	NrFlowers	Z3Hexen1Ol_ngPerL	Styrene_ngPerL	Heptanal_ngPerL	alphaPinene_ngPerL	Benzaldehyde_ngPerL	Sabinene_ngPerL	betaPinene_ngPerL	6Methyl5Hepten2One_ngPerL	Z3HexenylAcetate_ngPerL	HexylAcetate_ngPerL	Limonene_ngPerL	BenzylAlcohol_ngPerL	Phenylacetaldehyde_ngPerL	PhenylethylAlcohol_ngPerL	BenzylAcetate_ngPerL	1Phenyl12Propanedione_ngPerL	Phenylethylacetate_ngPerL	1Phenyl23Butanedione_ngPerL	Eugenol_ngPerL	MethylEugenol_ngPerL	GeranylAcetone_ngPerL	Benzylbenzoate_ngPerL	ColourCode	Z_PlantHeight	Z_InflorescenceLength	Z_NrFlowers	Z_Z3Hexen1Ol	Z_Styrene	Z_Heptanal	Z_alphaPinene	Z_Benzaldehyde	Z_Sabinene	Z_betaPinene	Z_6Methyl5Hepten2One	Z_Z3HexenylAcetate	Z_HexylAcetate	Z_Limonene	Z_BenzylAlcohol	Z_Phenylacetaldehyde	Z_PhenylethylAlcohol	Z_BenzylAcetate	Z_1Phenyl12Propanedione	Z_Phenylethylacetate	Z_1Phenyl23Butanedione	Z_Eugenol	Z_MethylEugenol	Z_GeranylAcetone	Z_Benzylbenzoate	Z_ColourCode	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC1A	PC2A	PC3A	PC4A	PC5A	PC6A	PC7A
10DGo001	2010	lowland	Doettingen	19	1.22202600	46	11	62	27.64888900	29.54555500	19.63777800	61.59312500	477.19207500	207.48444400	20.29777800	460.55741200	215.60686900	4.68436000	340.59741500	16.90493800	1194.28945300	155.68074900	210.94005600	1.17873800	690.63665000	16.29333300	31.59020600	0.44888900	4.59448100	0.00000000	NA	0.11901500	0.79532200	-0.67156100	-0.02955000	0.25207400	-0.68010300	-0.51253700	-1.27264900	-0.21575300	-0.54703700	-0.86017600	-0.52867200	-0.32272600	-0.02216300	-0.74741100	-0.95855600	-0.46923500	-0.92743400	-1.07122700	-0.52601700	-0.79162100	-0.66529800	-0.44023500	-0.47162200	-0.41790000	NA	-0.93018300	-0.16322900	0.17954400	-0.43670400	-0.42714900	-0.24930200	-0.25149300	NA	NA	NA	NA	NA	NA	NA
10DGo003	2010	lowland	Doettingen	7	0.45022000	41	7	40	25.97333300	29.71746600	23.22444400	117.21982800	973.61348300	851.95333300	91.51777800	547.79782800	971.31286500	9.17950700	391.84439800	12.90799100	2480.71934200	102.48169500	397.69820300	2.31940300	691.75664000	29.96888900	14.10104000	0.04444400	3.65460500	0.00000000	NA	-0.51981400	-0.85172800	-1.57409500	-0.08372800	0.25640100	-0.45610900	0.29462000	-0.39300800	1.32449600	0.75423600	-0.62262600	0.76856000	-0.08236200	0.10544800	-0.77526900	0.64874700	-0.61007000	-0.35318500	-0.62128000	-0.52390600	-0.54951700	-0.83780200	-0.50944600	-0.78076700	-0.41790000	NA	-0.22334000	1.00050000	-1.02678400	-0.64612400	-0.82598900	0.27182900	-0.52359200	NA	NA	NA	NA	NA	NA	NA
10DGo005	2010	lowland	Doettingen	3	0.19295200	49	8	61	6.96222200	25.66899600	22.45777800	112.30021600	1221.18488300	391.34000000	58.38444400	577.78839100	68.74112900	2.93811000	278.54861100	23.25063200	2926.72426200	212.22759700	566.81210200	3.98535900	1057.84376200	88.67555600	28.77735300	4.23333300	5.69357300	2.55331000	NA	0.50231200	-0.43996500	-0.71258600	-0.69843600	0.15451500	-0.50398900	0.22323500	0.04568000	0.22365300	0.14885100	-0.54096400	-0.78077900	-0.41610100	-0.17667200	-0.70318300	1.20599800	-0.31953600	0.16681100	0.03587300	0.16620500	0.48979100	-0.69304300	0.20738100	-0.11010600	-0.08256700	NA	0.57077600	0.20151300	-0.31857800	-0.82736200	-0.35432600	-0.89894600	-0.03212200	NA	NA	NA	NA	NA	NA	NA
10DGo006	2010	lowland	Doettingen	2	0.12863400	50	7	42	10.12222200	18.66913900	16.32666700	31.71074700	759.94474500	278.68888900	55.64000000	592.40699600	293.70907600	3.86960300	235.16376900	26.23022500	2045.44625300	84.55687100	180.17464700	5.93369800	373.21014400	54.15555600	50.40718800	0.34000000	8.38161600	0.00000000	NA	0.63007800	-0.85172800	-1.49204700	-0.59626000	-0.02164800	-0.88688800	-0.94613700	-0.77162100	-0.04557800	0.09870700	-0.50115800	-0.39460300	-0.36629300	-0.28470500	-0.68241600	0.10490400	-0.65752300	-1.02203200	0.80441400	-1.12439800	-0.12133100	-0.47969700	-0.45886900	0.77405100	-0.41790000	NA	-0.30698300	-0.26220900	-0.81523600	-0.45350600	0.25154900	-0.70860400	-0.40420500	NA	NA	NA	NA	NA	NA	NA
10DGo007	2010	lowland	Doettingen	30	1.92951500	46	9	72	11.64222200	26.60146100	15.51777800	105.38530600	889.14410800	2216.80666700	184.38000000	235.64318900	145.23471100	4.59755000	1638.23771400	19.27642300	1004.79555300	71.51291000	644.49326500	3.64858300	782.26375500	84.67555600	51.84534700	0.05777800	1.89472200	0.00000000	NA	0.11901500	-0.02820300	-0.26131900	-0.54711300	0.17798200	-0.93740500	0.12289800	-0.54268500	4.58642800	2.45093900	-1.47260200	-0.64947200	-0.32736800	3.20911600	-0.73088200	-1.19531500	-0.69205500	0.40566700	-0.09697200	-0.35329100	0.41897700	-0.46551200	-0.50716500	-1.35963200	-0.41790000	NA	-0.38342200	3.69492600	-0.06793100	-0.51545200	-2.29589600	-0.67778300	-0.40071800	NA	NA	NA	NA	NA	NA	NA
10DGo008	2010	lowland	Doettingen	2	0.12863400	50	9	76	10.73333300	34.68298800	21.18000000	97.87305200	277.95827700	461.32888900	50.67555600	607.30484100	228.93624400	3.32249700	451.43219600	36.78730200	1181.47362400	102.86563500	230.05450700	1.56512700	563.11152000	1.61777800	17.17581100	0.09333300	4.41357900	0.00000000	NA	0.63007800	-0.02820300	-0.09722200	-0.57650100	0.38136600	-0.58378900	0.01389300	-1.62568500	0.39092300	0.00800100	-0.46059200	-0.50579100	-0.39554700	0.25382900	-0.60883600	-0.97456800	-0.60905400	-0.86866000	-0.91881200	-0.76641500	-1.05142800	-0.80747400	-0.50108000	-0.53112400	-0.41790000	NA	-1.10190900	0.47138400	0.27625100	-0.43700700	-0.35204400	-0.53554200	-0.36783100	NA	NA	NA	NA	NA	NA	NA
10DGo009	2010	lowland	Doettingen	4	0.25726900	34	8	59	28.69111100	31.91160300	19.34222200	45.67717200	1276.39448200	2126.89333300	375.23777800	218.80515300	360.04418500	5.12396300	1060.15581200	48.01297200	3196.88415300	364.97345800	553.09282200	3.71870200	1270.68959700	117.43777800	59.23538200	0.26444400	2.75783200	2.01893200	NA	-1.41417500	-0.43996500	-0.79463400	0.00414900	0.31162000	-0.69856100	-0.74348100	0.14350900	4.37153900	5.93813700	-1.51845100	-0.28073300	-0.29922000	1.76962300	-0.53059600	1.54354300	0.08483300	0.12462700	-0.06931300	0.56744000	0.99898000	-0.39262100	-0.47179900	-1.07573600	-0.15274800	NA	0.37055400	4.10073500	-1.15485800	-0.14080800	-2.38655500	-0.46272600	-0.49718800	NA	NA	NA	NA	NA	NA	NA
10DGo010	2010	lowland	Doettingen	29	1.86519800	44	6	53	12.02666700	15.25036300	13.22444400	96.21503900	435.44960200	693.31111100	88.58222200	782.69181300	168.61807900	3.89170400	271.42124300	16.74593000	1857.44227300	117.43430500	250.04503700	1.53968300	569.58042100	27.71777800	25.45011200	10.15111100	7.36458300	17.07210900	NA	-0.13651700	-1.26349100	-1.04078000	-0.53468200	-0.10768700	-1.08062800	-0.01016500	-1.34661500	0.94534900	0.70060000	0.01697500	-0.60933200	-0.36511100	-0.19442000	-0.74851900	-0.12999400	-0.57048600	-0.80719300	-0.92884900	-0.75422000	-0.58936900	-0.72586100	1.22006600	0.43952600	1.82422800	NA	-0.77198000	0.44615300	-0.96704600	-0.67085000	0.02967700	-0.71218900	1.60361300	NA	NA	NA	NA	NA	NA	NA
10DGo011	2010	lowland	Doettingen	47	3.02290700	51	10	94	25.64888900	11.37609900	19.68444400	29.69970700	871.40725100	252.84000000	34.64666700	472.82413700	1011.97207700	4.59242600	239.06162300	31.85653500	1452.60554900	55.50856500	230.99463400	2.40492700	574.68138300	47.37111100	27.96285300	0.06666700	3.47178400	0.00000000	NA	0.75784400	0.38356000	0.64121500	-0.09421800	-0.20518900	-0.67718900	-0.97531800	-0.57411400	-0.10735500	-0.28486600	-0.82677400	0.83835500	-0.32764200	-0.27499900	-0.64320200	-0.63580800	-0.73442400	-0.86576900	-0.58754500	-0.74460400	-0.24143800	-0.70107700	-0.50564300	-0.84090100	-0.41790000	NA	-0.66526700	-0.22750900	0.67439800	-0.39220600	-0.90400000	0.45150700	-0.39950800	NA	NA	NA	NA	NA	NA	NA
10DGo012	2010	lowland	Doettingen	6	0.38590300	49	7	49	55.12000000	5.82536800	9.78444400	49.38318200	656.08803600	313.64888900	41.76222200	219.85625300	1300.70494800	36.12066900	145.98435600	28.52940600	1656.82226800	62.34684300	256.87568800	1.79761300	455.21200200	24.68666700	11.13054400	1.08222200	3.51556000	5.36497000	NA	0.50231200	-0.85172800	-1.20487700	0.85870600	-0.34488300	-1.29546200	-0.68970600	-0.95565200	0.03797500	-0.15485700	-1.51558900	1.33398900	1.35823200	-0.50677300	-0.66639100	-0.38065400	-0.71632100	-0.78619000	-0.82710600	-0.96981600	-0.64303000	-0.86710200	-0.33185600	-0.82650200	0.28669700	NA	-0.64608900	-0.19154500	-0.39790900	-0.73613500	-1.21585400	1.48093900	0.17255600	NA	NA	NA	NA	NA	NA	NA
10DGo013	2010	lowland	Doettingen	38	2.44405300	44	8	82	34.98444400	13.87037700	13.43111100	106.28537200	962.18365600	1131.62888900	68.50666700	304.42863300	491.73871100	7.85533700	526.34840400	31.09028600	2936.14467500	145.49416600	288.82666300	1.37712000	1000.89887300	25.21333300	22.99054300	0.05333300	3.17301500	0.00000000	NA	-0.13651700	-0.43996500	0.14892400	0.20763900	-0.14241700	-1.06772100	0.13595800	-0.41326100	1.99290700	0.33379600	-1.28530400	-0.05466900	-0.15316800	0.44037900	-0.64854300	1.21776800	-0.49620200	-0.68794600	-0.99297300	0.05885800	-0.63370700	-0.75012100	-0.50792500	-0.93917300	-0.41790000	NA	-0.21460400	1.12157900	-0.11860300	-0.48458900	-1.53538600	0.09392900	-0.54611900	NA	NA	NA	NA	NA	NA	NA
10DGo014	2010	lowland	Doettingen	19	1.22202600	45	6	58	5.10444400	20.09648000	20.54444400	58.28608400	1596.95938300	94.76666700	19.90444400	305.52494500	70.36159200	5.87804600	382.62219700	95.19221200	2425.09941800	271.02633400	694.35327700	6.94917900	1658.56536300	98.28000000	146.64944700	0.40444400	3.54662200	0.00000000	NA	-0.00875100	-1.26349100	-0.83565800	-0.75850600	0.01427300	-0.62348000	-0.56052300	0.71153900	-0.48514300	-0.55422400	-1.28231900	-0.77799800	-0.25889700	0.08248400	-0.20176800	0.57925300	-0.16387600	0.55897800	1.20498100	1.29862500	0.65982200	0.46958600	-0.44784100	-0.81628500	-0.41790000	NA	1.27428100	-0.32872100	-0.90605700	-0.43450400	-0.94161500	-0.86478200	-0.28870600	NA	NA	NA	NA	NA	NA	NA
10DGo015	2010	lowland	Doettingen	31	1.99383300	52	9	81	7.11777800	22.79624700	26.87333300	132.04559200	1632.94486900	454.44666700	79.31777800	302.11706800	161.15134600	3.95672900	437.82019000	29.18073500	2407.23895700	42.62512100	545.35030900	2.35310300	692.97597100	69.32000000	41.47061900	0.12888900	3.94402900	0.00000000	NA	0.88560900	-0.02820300	0.10789900	-0.69340700	0.08221700	-0.22823000	0.50974500	0.77530400	0.37447500	0.53132800	-1.29159800	-0.62215000	-0.36163400	0.21993300	-0.66185200	0.55693800	-0.76853100	0.10082000	-0.60798700	-0.52160700	0.14713200	-0.56784300	-0.49499600	-0.68557000	-0.41790000	NA	0.22043900	0.77547500	0.39181700	-0.70058000	-1.07623600	-0.72768000	-0.52278100	NA	NA	NA	NA	NA	NA	NA
10DGo016	2010	lowland	Doettingen	67	4.30925100	48	11	94	4.13111100	21.00025300	28.02666700	230.20331400	1059.47309300	1736.40666700	249.54444400	324.20594700	139.81329300	5.26562000	720.29774300	35.83433900	1596.96830300	86.18343600	370.58126000	2.88388200	906.37457900	69.78666700	64.69838900	3.51111100	3.70202100	10.79326700	NA	0.37454600	0.79532200	0.64121500	-0.78997800	0.03701800	-0.15620200	1.93403600	-0.24086800	3.43829600	3.64157100	-1.23145200	-0.65877800	-0.29164500	0.92333600	-0.61547800	-0.45543700	-0.65321700	-0.43656500	-0.39861600	-0.11933000	0.15539300	-0.33873600	0.08379000	-0.76517100	0.99961000	NA	-0.40600700	3.40632700	0.74137800	-0.58143200	-1.73153700	-0.81908300	0.48962800	NA	NA	NA	NA	NA	NA	NA
10DGo019	2010	lowland	Doettingen	12	0.77180600	45	8	51	13.01333300	18.51488200	32.90000000	95.15558300	1424.17181700	100.41111100	6.84888900	726.16583800	265.02877800	5.40597100	416.59294300	75.18073400	2569.70664600	266.03465200	701.32146800	6.96236700	1301.68360700	126.72666700	145.26147000	1.86666700	7.23054600	1.56820200	NA	-0.00875100	-0.43996500	-1.12282800	-0.50277900	-0.02553000	0.14814700	-0.02553800	0.40536600	-0.47165300	-0.79276500	-0.13694200	-0.44383500	-0.28414000	0.16707500	-0.34124300	0.75993000	-0.17709100	0.58040400	1.21018300	0.62586700	1.16342500	0.45589600	-0.19761700	0.39543900	-0.21194400	NA	1.08582500	-0.44857700	-0.71046500	-0.44991300	0.26626200	-0.64133300	-0.18254900	NA	NA	NA	NA	NA	NA	NA
10DGo020	2010	lowland	Doettingen	9	0.57885500	50	8	51	7.21777800	5.64640200	16.00888900	60.47230500	179.86399300	144.31555600	21.40000000	264.13209000	92.47268000	3.52622500	177.20581300	19.24589100	945.94276900	81.68144000	181.53224900	0.87624700	678.62952400	0.62222200	27.56402500	1.34222200	4.07007300	2.95122100	NA	0.63007800	-0.43996500	-1.12282800	-0.69017300	-0.34938700	-0.90673400	-0.52880000	-1.79950400	-0.36672300	-0.52689800	-1.39502900	-0.74004200	-0.38465400	-0.42902700	-0.73109500	-1.26884700	-0.66513600	-1.01785800	-1.19054700	-0.54865200	-1.06905300	-0.70501000	-0.28736300	-0.64411100	-0.03030800	NA	-1.04738600	-0.30816400	-0.22109900	-0.50006900	-0.80952100	-0.67488600	0.09545700	NA	NA	NA	NA	NA	NA	NA
10DGo021	2010	lowland	Doettingen	2	0.12863400	42	7	64	3.96000000	13.45497100	19.92444400	72.50924800	1744.31356200	290.23333300	56.13111100	488.20785500	124.07335500	15.68399800	335.69764200	75.66097200	2446.04259700	112.99185000	874.21971700	6.59609400	1172.63880700	135.82222200	93.40495100	0.43333300	4.36064300	0.00000000	NA	-0.39204800	-0.85172800	-0.58951300	-0.79551100	-0.15287100	-0.66220000	-0.35414100	0.97264600	-0.01798700	0.10768000	-0.78488500	-0.68579700	0.26544500	-0.03436400	-0.33789600	0.60542000	-0.58224600	1.11203600	1.06570300	0.38260500	1.32444700	-0.05559000	-0.44289700	-0.54853600	-0.41790000	NA	1.32997300	-0.01081800	-0.78963200	-0.85336400	-0.64371000	-0.74053300	-0.44883300	NA	NA	NA	NA	NA	NA	NA
10DGo022	2010	lowland	Doettingen	56	3.60176200	51	10	129	94.70000000	16.38359100	23.55555600	32.74827200	1663.39669400	275.79111100	48.88000000	853.87229500	1910.20296800	37.60739800	293.15644100	58.93318500	2617.50126900	231.67148400	726.99595700	5.38012000	1982.46757200	242.45333300	130.05488400	0.37777800	8.72789700	0.00000000	NA	0.75784400	0.38356000	2.07706400	2.13849300	-0.07916800	-0.43543100	-0.93108200	0.82926400	-0.05250300	-0.02480600	0.21079400	2.38024400	1.43773000	-0.14029700	-0.45448400	0.81964600	-0.26806200	0.65934900	0.58605000	1.90921300	3.21218100	0.30590600	-0.45240400	0.88795000	-0.41790000	NA	1.54114300	-0.59214600	1.02720900	-1.14880700	0.16574300	2.53648800	-0.52240600	NA	NA	NA	NA	NA	NA	NA
10DGo023	2010	lowland	Doettingen	2	0.12863400	43	7	69	32.07474700	7.87407600	24.75151500	24.04711200	215.75397600	227.75757600	43.20606100	757.47386000	595.15936400	4.50933800	249.17901500	29.64192400	324.75809900	51.91710900	360.10843400	3.66936600	544.19089100	7.87272700	34.98460000	0.09697000	10.60616200	0.00000000	NA	-0.26428300	-0.85172800	-0.38439200	0.11355600	-0.29332300	-0.36074100	-1.05733800	-1.73590800	-0.16730100	-0.12847600	-0.05169200	0.12286100	-0.33208500	-0.24980600	-0.65863700	-2.04497300	-0.74393200	-0.46876700	-0.08877400	-0.80208200	-0.94069400	-0.63181800	-0.50045800	1.50575300	-0.41790000	NA	-1.10885100	-0.53280800	-0.59492300	-0.51620200	1.03396700	0.05267100	-0.32893000	NA	NA	NA	NA	NA	NA	NA
10DGo024	2010	lowland	Doettingen	10	0.64317200	37	8	46	58.40808100	6.76234600	10.75959600	32.29978100	808.74134000	14.22626300	1.78383800	229.78634500	770.21841600	4.30407400	86.97947400	28.11523900	1439.28194800	66.38885600	367.32186500	2.08234600	461.26270500	11.98181800	1.98669400	0.02020200	3.30664500	0.00000000	NA	-1.03087700	-0.43996500	-1.32795000	0.96502300	-0.32130200	-1.23456200	-0.93759000	-0.68515600	-0.67763000	-0.88530900	-1.48855000	0.42336500	-0.34306100	-0.65370200	-0.66927800	-0.65245500	-0.70562000	-0.44658700	-0.71478900	-0.95841000	-0.86794900	-0.95729200	-0.51359500	-0.89521900	-0.41790000	NA	-0.59595700	-0.78318900	-1.00193000	-0.48173400	-1.04893100	0.70312300	-0.30411300	NA	NA	NA	NA	NA	NA	NA
10DGo025	2010	lowland	Doettingen	42	2.70132200	54	10	99	5.61555600	8.34653500	20.80000000	82.23553100	2094.25660000	662.79777800	107.16222200	423.21725200	125.05273000	4.42016600	319.83466500	66.40022600	3023.22007500	235.98748700	985.90334600	10.28191900	1182.49095900	110.06888900	64.39013700	0.89777800	4.28222300	0.63290200	NA	1.14114100	0.38356000	0.84633600	-0.74198000	-0.28143300	-0.60752000	-0.21301100	1.59273200	0.87242400	1.04007900	-0.96185000	-0.68411600	-0.33685300	-0.07386500	-0.40244100	1.32656300	-0.25663600	1.45544400	2.51961200	0.40117700	0.86852600	-0.34177700	-0.36341900	-0.57433000	-0.33477900	NA	1.57577300	0.62244500	0.65103700	-0.75952400	-1.10314100	-0.82623000	-0.52580600	NA	NA	NA	NA	NA	NA	NA
10DGo026	2010	lowland	Doettingen	0	0.00000000	37	6	69	33.54222200	7.67963800	15.16222200	33.31216300	718.48567600	298.51111100	35.68888900	1055.66375700	376.17989100	2.22774500	129.55573800	48.48936700	1608.31408700	153.24598000	330.11540900	2.09186700	609.95350800	17.85555600	23.33861000	0.04000000	10.87370200	0.00000000	NA	-1.03087700	-1.26349100	-0.38439200	0.16100600	-0.29821700	-0.95961000	-0.92290000	-0.84508500	0.00179700	-0.26582400	0.76025900	-0.25303500	-0.45408600	-0.54768200	-0.52727500	-0.44126200	-0.47568000	-0.56099000	-0.71103400	-0.67811300	-0.76396400	-0.74668800	-0.51020700	1.59375300	-0.41790000	NA	-0.69657100	-0.71681900	-1.14052800	-0.41677400	1.30713900	-0.24332000	-0.57638000	NA	NA	NA	NA	NA	NA	NA
10DGo027	2010	lowland	Doettingen	12	0.77180600	49	8	61	6.86881700	7.87635600	16.09032300	50.56989700	911.17184000	361.15483900	57.47741900	669.87549800	110.94179600	2.92198800	164.33738800	54.56889200	1435.95723700	203.90688400	111.72696400	2.70093400	444.61412600	102.26236600	40.90032200	0.05376300	8.07008100	0.00000000	NA	0.50231200	-0.43996500	-0.71258600	-0.70145700	-0.29326600	-0.90164800	-0.67248600	-0.50365200	0.15151200	0.13227900	-0.29021700	-0.70833800	-0.41696300	-0.46107100	-0.48490200	-0.65660900	-0.34156400	-1.23249700	-0.47078200	-0.98979400	0.73032400	-0.57346800	-0.50785200	0.67158000	-0.41790000	NA	-0.52181300	-0.18935300	-0.39427700	-0.19147900	0.16699700	-0.89470100	-0.50905500	NA	NA	NA	NA	NA	NA	NA
10DGo028	2010	lowland	Doettingen	6	0.38590300	38	8	53	70.15833300	13.04446300	21.72291700	30.45376400	2352.44987500	448.48333300	68.66875000	636.20069600	1842.94137800	5.77266700	327.41952200	131.65939600	2687.46337600	412.58253900	1261.49765900	12.29379100	1874.66718000	180.04166700	99.86785100	0.18333300	5.60060000	0.00000000	NA	-0.90311200	-0.43996500	-1.04078000	1.34495800	-0.16320200	-0.54988300	-0.96437600	2.05024200	0.36022300	0.33675800	-0.38191100	2.26478300	-0.26453200	-0.05497700	0.05240000	0.90705800	0.21087000	2.30284900	3.31321500	1.70599800	2.10728200	0.00815700	-0.48567900	-0.14068700	-0.41790000	NA	2.38399600	-0.24532700	-1.26560900	-0.61653800	-0.66076500	1.53220100	-0.56009300	NA	NA	NA	NA	NA	NA	NA
10DGo030	2010	lowland	Doettingen	5	0.32158600	43	9	58	62.19111100	7.89929300	16.16444400	67.86985600	1369.21386300	410.16444400	59.55555600	581.84423200	1782.74085400	2.30482000	253.21594000	155.78178400	2318.40972500	321.12469000	439.58457300	2.21922200	815.08756000	35.91333300	93.79299200	0.08444400	3.98871000	0.00000000	NA	-0.26428300	-0.02820300	-0.83565800	1.08734400	-0.29268900	-0.89701900	-0.42146000	0.30798200	0.26864300	0.17024900	-0.52992000	2.16144400	-0.44996400	-0.23975300	0.22052700	0.44595200	-0.03124900	-0.22439100	-0.66079800	-0.29141500	-0.44428000	-0.05176200	-0.50260100	-0.67087300	-0.41790000	NA	-0.18269800	0.00838600	-0.48810500	0.29343600	-1.05680500	1.46032800	-0.46028200	NA	NA	NA	NA	NA	NA	NA
10DGo035	2010	lowland	Doettingen	20	1.28634400	40	8	73	1.40645200	2.94995200	9.80215100	7.73430400	33.06761000	255.81935500	34.63871000	69.65630800	44.83282600	0.74060800	62.10918900	0.65484700	15.78021000	0.69061500	1.61602000	0.22498100	2.67741200	0.04516100	0.08146600	0.00000000	2.57942300	0.00000000	NA	-0.64758000	-0.43996500	-0.22029500	-0.87807800	-0.41724700	-1.29435600	-1.29404100	-2.05962200	-0.10023500	-0.28501200	-1.92457300	-0.82182000	-0.53360600	-0.71563200	-0.86067000	-2.43101900	-0.87954500	-1.57106900	-1.44744600	-1.82288900	-1.07926900	-0.97608400	-0.51705200	-1.13441900	-0.41790000	NA	-1.75607000	-0.26948800	-0.39315200	-0.22049800	-1.27547800	-0.73703800	-0.17187000	NA	NA	NA	NA	NA	NA	NA
10DGo039	2010	lowland	Doettingen	14	0.90044100	43	7	63	9.23871000	6.55036900	18.39784900	79.68796500	1560.85517800	445.64516100	87.37849500	689.01216400	492.69326000	3.82690300	248.19001800	37.62296700	2907.32881500	224.24502400	434.78571300	4.51934600	813.30245300	60.36344100	33.36240900	0.09892500	4.15915900	0.00000000	NA	-0.26428300	-0.85172800	-0.63053700	-0.62482800	-0.32663700	-0.75753900	-0.24997600	0.64756400	0.35344000	0.67860700	-0.23810900	-0.05303000	-0.36857600	-0.25226800	-0.60301100	1.18176500	-0.28772200	-0.23914700	0.24650900	-0.29478000	-0.01143000	-0.64781800	-0.50012300	-0.61480900	-0.41790000	NA	0.38185500	0.29155000	-0.73993300	-0.39136900	-0.64049900	-0.48708600	-0.67592900	NA	NA	NA	NA	NA	NA	NA
10DGo040	2010	lowland	Doettingen	36	2.31541800	60	11	120	3.69375000	6.18951900	22.25625000	99.11014100	1629.89818900	350.52291700	78.65416700	517.35653400	70.34862400	1.95833300	183.82971800	217.10857400	3086.53320600	722.33492000	425.64050400	5.04397500	823.12096600	0.00000000	22.34627900	0.04791700	4.88358000	0.00000000	NA	1.90773600	0.79532200	1.70784500	-0.80412000	-0.33571800	-0.51657500	0.03184400	0.76990600	0.12610200	0.51920300	-0.70551600	-0.77802000	-0.46849200	-0.41253300	0.64796000	1.40566800	1.03088800	-0.26726700	0.45345400	-0.27627100	-1.08006800	-0.75647600	-0.50885200	-0.37653000	-0.41790000	NA	-0.04622800	0.21172400	1.54947500	0.85819300	-0.85249200	-0.86724800	-0.77233800	NA	NA	NA	NA	NA	NA	NA
10DGo041	2010	lowland	Doettingen	16	1.02907500	53	10	69	9.22444400	7.39397400	27.85777800	48.24380700	1636.98077600	895.94000000	125.00888900	808.88040000	284.68110500	4.47821900	243.35146000	94.49710600	3235.49259000	364.14344100	674.73519200	5.36772200	949.84205300	104.70666700	99.03126600	0.10000000	4.54853900	0.00000000	NA	1.01337500	0.38356000	-0.38439200	-0.62528900	-0.30540600	-0.16674900	-0.70623800	0.78245600	1.42962200	1.36615900	0.08828400	-0.41010000	-0.33374900	-0.26431700	-0.20661200	1.59178200	0.08263600	0.49865600	0.58115900	-0.03738900	0.77359600	-0.00009500	-0.49993900	-0.48673300	-0.41790000	NA	0.72348400	0.70745500	0.22782200	-0.06925000	-0.59576400	-0.69067300	-0.64415100	NA	NA	NA	NA	NA	NA	NA
10DGo046	2010	lowland	Doettingen	1	0.06431700	44	9	72	6.28000000	7.78703500	20.24888900	67.48450100	1729.32903200	366.90444400	69.68222200	1007.11150700	183.21615500	3.29270200	242.83006100	96.82327500	1843.16952100	152.46748200	553.30940000	5.99780900	854.05730300	99.00888900	78.23516600	0.16000000	8.74768400	0.00000000	NA	-0.13651700	-0.02820300	-0.26131900	-0.72049600	-0.29551400	-0.64193800	-0.42705200	0.94609400	0.16525300	0.35527500	0.62805400	-0.58427300	-0.39714000	-0.26561500	-0.19040000	-0.14782700	-0.47774100	0.12529300	0.82970300	-0.21795300	0.67272600	-0.20521700	-0.48967200	0.89445900	-0.41790000	NA	0.45648200	-0.17051000	-0.38360100	-0.42312700	0.71056300	-0.88579300	-0.62416100	NA	NA	NA	NA	NA	NA	NA
10DGo049	2010	lowland	Doettingen	0	0.00000000	34	6	50	128.67777800	27.32273400	37.52888900	88.52702600	162.81581900	156.44888900	40.44444400	1465.29197900	1453.68103000	7.43643600	229.77324200	35.72144200	423.54929700	119.31570800	284.90454300	0.77468600	803.34287500	1.72444400	33.40506800	0.35555600	10.85068100	0.00000000	NA	-1.41417500	-1.26349100	-1.16385300	3.23713600	0.19613400	0.43722900	-0.12172000	-1.82971300	-0.33772500	-0.17893400	1.87564900	1.59658600	-0.17556700	-0.29812800	-0.61626500	-1.92154100	-0.56550500	-0.70000600	-1.23060900	-0.31355500	-1.04954000	-0.64739700	-0.45620700	1.58618100	-0.41790000	NA	-1.43475100	-0.61346700	-1.33879600	-0.41327800	2.04510200	2.30456000	-0.42258400	NA	NA	NA	NA	NA	NA	NA
10DGo050	2010	lowland	Doettingen	4	0.25726900	44	10	89	7.74444400	19.98741300	33.94444400	64.82329900	788.46648400	156.75777800	36.68666700	597.71357400	116.58357400	5.36214700	216.38191300	18.67106500	2507.04044800	252.67906700	418.24982600	2.18698300	1165.73415900	26.83111100	75.50897300	0.11555600	2.62331300	0.00000000	NA	-0.13651700	0.38356000	0.43609300	-0.67314400	0.01152800	0.21337400	-0.46566600	-0.72108200	-0.33698700	-0.24759300	-0.48670900	-0.69865400	-0.28648300	-0.33147400	-0.73510200	0.68163300	-0.21244800	-0.28999200	-0.67351500	0.36958900	-0.60506600	-0.23210600	-0.49727700	-1.11998200	-0.41790000	NA	-0.11443600	-0.17469500	0.38905000	-0.32999000	-0.56893400	-0.56937100	-0.43415100	NA	NA	NA	NA	NA	NA	NA
